name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
Polycab 0.5 sq.mm x 1 Core Copper Flexible FR Wire,Polycab,Panel & Panel Accessories,Wires & Cables,Power Single Core Cables,0.5 sq.mm x 1 Core Copper Flexible FR Wire,,FR-PVC,,1310,681.2,Meter,(1 Pack of 24 No),1,Polycab 0.5 sq.mm x 1 Core Copper Flexible FR Wire,,,,,,Type of Core,1 Core,Nominal Area of Conductor,0.5 sq.mm,Current Carrying Capacity,(5 A),Voltage Rating,1100 Volts,Cable Length,100Mtrs.,,,,,,,,,,,,,1720787079-Product-single core.PNG,,,18%,,,,,,,,,1,4-6 days,
Polycab 0.75 Sq.mm x 1 Core Copper Flexible FR Wire,Polycab,Panel & Panel Accessories,Wires & Cables,Power Single Core Cables,0.75 Sq.mm x 1 Core Copper Flexible FR Wire,,FR-PVC,,1835,954.2,Meter,(1 Pack of 24 No),1,Polycab 0.75 Sq.mm x 1 Core Copper Flexible FR Wire,,,,,,Type of Core,1 Core,Nominal Area of Conductor,0.75 Sq.mm,Current Carrying Capacity,(8 A),Voltage Rating,1100 Volts,Cable Length,100Mtrs.,,,,,,,,,,,,,1720787079-Product-single core.PNG,,,18%,,,,,,,,,1,4-6 days,
Polycab 1 Sq.mm x 1 Core Copper Flexible FR Wire,Polycab,Panel & Panel Accessories,Wires & Cables,Power Single Core Cables,1 Sq.mm x 1 Core Copper Flexible FR Wire,,FR-PVC,,2340,1216.8,Meter,(1 Pack of 20 No),1,Polycab 1 Sq.mm x 1 Core Copper Flexible FR Wire,,,,,,Type of Core,1 Core,Nominal Area of Conductor,1 Sq.mm,Current Carrying Capacity,(13 A),Voltage Rating,1100 Volts,Cable Length,100Mtrs.,,,,,,,,,,,,,1720787079-Product-single core.PNG,,,18%,,,,,,,,,1,4-6 days,
Polycab 1.5 Sq.mm x 1 Core Copper Flexible FR Wire,Polycab,Panel & Panel Accessories,Wires & Cables,Power Single Core Cables,1.5 Sq.mm x 1 Core Copper Flexible FR Wire,,FR-PVC,,3375,1755,Meter,(1 Pack of 16 No),1,Polycab 1.5 Sq.mm x 1 Core Copper Flexible FR Wire,,,,,,Type of Core,1 Core,Nominal Area of Conductor,1.5 Sq.mm,Current Carrying Capacity,(17 A),Voltage Rating,1100 Volts,Cable Length,100Mtrs.,,,,,,,,,,,,,1720787079-Product-single core.PNG,,,18%,,,,,,,,,1,4-6 days,
Polycab 2.5 Sq.mm x 1 Core Copper Flexible FR Wire,Polycab,Panel & Panel Accessories,Wires & Cables,Power Single Core Cables,2.5 Sq.mm x 1 Core Copper Flexible FR Wire,,FR-PVC,,5555,2888.6,Meter,(1 Pack of 12 No),1,Polycab 2.5 Sq.mm x 1 Core Copper Flexible FR Wire,,,,,,Type of Core,1 Core,Nominal Area of Conductor,2.5 Sq.mm,Current Carrying Capacity,(24 A),Voltage Rating,1100 Volts,Cable Length,100Mtrs.,,,,,,,,,,,,,1720787079-Product-single core.PNG,,,18%,,,,,,,,,1,4-6 days,
Polycab 4 Sq.mm x 1 Core Copper Flexible FR Wire,Polycab,Panel & Panel Accessories,Wires & Cables,Power Single Core Cables,4 Sq.mm x 1 Core Copper Flexible FR Wire,,FR-PVC,,8620,4482.4,Meter,(1 Pack of 8 No),1,Polycab 4 Sq.mm x 1 Core Copper Flexible FR Wire,,,,,,Type of Core,1 Core,Nominal Area of Conductor,4 Sq.mm,Current Carrying Capacity,(30 A),Voltage Rating,1100 Volts,Cable Length,100Mtrs.,,,,,,,,,,,,,1720787079-Product-single core.PNG,,,18%,,,,,,,,,1,4-6 days,
Polycab 6 Sq.mm x 1 Core Copper Flexible FR Wire,Polycab,Panel & Panel Accessories,Wires & Cables,Power Single Core Cables,6 Sq.mm x 1 Core Copper Flexible FR Wire,,FR-PVC,,12850,6682,Meter,(1 Pack of 6 No),1,Polycab 6 Sq.mm x 1 Core Copper Flexible FR Wire,,,,,,Type of Core,1 Core,Nominal Area of Conductor,6 Sq.mm,Current Carrying Capacity,(38 A),Voltage Rating,1100 Volts,Cable Length,100Mtrs.,,,,,,,,,,,,,1720787079-Product-single core.PNG,,,18%,,,,,,,,,1,4-6 days,
Polycab 10 Sq.mm x 1 Core Copper Flexible FR Wire,Polycab,Panel & Panel Accessories,Wires & Cables,Power Single Core Cables,10 Sq.mm x 1 Core Copper Flexible FR Wire,,FR-PVC,,22525,11713,Meter,Each,1,Polycab 10 Sq.mm x 1 Core Copper Flexible FR Wire,,,,,,Type of Core,1 Core,Nominal Area of Conductor,10 Sq.mm,Current Carrying Capacity,(52 A),Voltage Rating,1100 Volts,Cable Length,100Mtrs.,,,,,,,,,,,,,1720787079-Product-single core.PNG,,,18%,,,,,,,,,1,4-6 days,
Polycab 16 Sq.mm x 1 Core Copper Flexible FR Wire,Polycab,Panel & Panel Accessories,Wires & Cables,Power Single Core Cables,16 Sq.mm x 1 Core Copper Flexible FR Wire,,FR-PVC,,35200,18304,Meter,Each,1,Polycab 16 Sq.mm x 1 Core Copper Flexible FR Wire,,,,,,Type of Core,1 Core,Nominal Area of Conductor,16 Sq.mm,Current Carrying Capacity,(70 A),Voltage Rating,1100 Volts,Cable Length,100Mtrs.,,,,,,,,,,,,,1720787079-Product-single core.PNG,,,18%,,,,,,,,,1,4-6 days,
Polycab 25 Sq.mm x 1 Core Copper Flexible FR Wire,Polycab,Panel & Panel Accessories,Wires & Cables,Power Single Core Cables,25 Sq.mm x 1 Core Copper Flexible FR Wire,,FR-PVC,,55400,28808,Meter,Each,1,Polycab 25 Sq.mm x 1 Core Copper Flexible FR Wire,,,,,,Type of Core,1 Core,Nominal Area of Conductor,25 Sq.mm,Current Carrying Capacity,(88 A),Voltage Rating,1100 Volts,Cable Length,100Mtrs.,,,,,,,,,,,,,1720787079-Product-single core.PNG,,,18%,,,,,,,,,1,4-6 days,
Polycab 35 Sq.mm x 1 Core Copper Flexible FR Wire,Polycab,Panel & Panel Accessories,Wires & Cables,Power Single Core Cables,35 Sq.mm x 1 Core Copper Flexible FR Wire,,FR-PVC,,77400,40248,Meter,Each,1,Polycab 35 Sq.mm x 1 Core Copper Flexible FR Wire,,,,,,Type of Core,1 Core,Nominal Area of Conductor,35 Sq.mm,Current Carrying Capacity,(110 A),Voltage Rating,1100 Volts,Cable Length,100Mtrs.,,,,,,,,,,,,,1720787079-Product-single core.PNG,,,18%,,,,,,,,,1,4-6 days,
Polycab 50 Sq.mm x 1 Core Copper Flexible FR Wire,Polycab,Panel & Panel Accessories,Wires & Cables,Power Single Core Cables,50 Sq.mm x 1 Core Copper Flexible FR Wire,,FR-PVC,,110400,57408,Meter,Each,1,Polycab 50 Sq.mm x 1 Core Copper Flexible FR Wire,,,,,,Type of Core,1 Core,Nominal Area of Conductor,50 Sq.mm,Current Carrying Capacity,(145 A),Voltage Rating,1100 Volts,Cable Length,100Mtrs.,,,,,,,,,,,,,1720787079-Product-single core.PNG,,,18%,,,,,,,,,1,4-6 days,
